State,KodPAR,const_name,coallition,candidate_name,party,winlose,won_party,won_coallition,majority,votes,voted_voters,votes_pct,total_voters,turnout_rate,malay,chinese,indian,others,muslim_bumi,nonmuslim_bumi,sabah_bumi,early,postal
Pulau Pinang,50,Jelutong,Others,Tan Sim Bee,MU,lose,PKR,PH,38171,437,63666,0.69,76991,82.69,23,65,11,1,0,0,0,852,13
Pulau Pinang,51,Bukit Gelugor,PH,Ramkarpal Singh Karpal Singh,PKR,win,PKR,PH,55951,65622,75705,86.68,91595,82.65,15,74,11,1,0,0,0,152,30
Pulau Pinang,51,Bukit Gelugor,BN,Low Joo Hiap,BN,lose,PKR,PH,55951,9671,75705,12.77,91595,82.65,15,74,11,1,0,0,0,152,30
Pulau Pinang,51,Bukit Gelugor,Others,Lai Xue Ching,MU,lose,PKR,PH,55951,412,75705,0.54,91595,82.65,15,74,11,1,0,0,0,152,30
Pulau Pinang,52,Bayan Baru,PH,Sim Tze Tzin,PKR,win,PKR,PH,37751,51555,74849,68.88,90780,82.45,40,49,11,1,0,0,0,2538,35
Pulau Pinang,52,Bayan Baru,BN,Chuah Seng Guan,BN,lose,PKR,PH,37751,13804,74849,18.44,90780,82.45,40,49,11,1,0,0,0,2538,35
Pulau Pinang,52,Bayan Baru,GS,Iszuree Ibrahim,PAS,lose,PKR,PH,37751,8757,74849,11.7,90780,82.45,40,49,11,1,0,0,0,2538,35
Pulau Pinang,52,Bayan Baru,Others,Yim Boon Leong,MU,lose,PKR,PH,37751,733,74849,0.98,90780,82.45,40,49,11,1,0,0,0,2538,35
Pulau Pinang,53,Balik Pulau,PH,Muhammad Bakhtiar Wan Chik,PKR,win,PKR,PH,6464,25471,49776,51.17,59086,84.24,65,30,4,1,0,0,0,870,8
Pulau Pinang,53,Balik Pulau,BN,Hilmi Yahaya,BN,lose,PKR,PH,6464,19007,49776,38.19,59086,84.24,65,30,4,1,0,0,0,870,8
Pulau Pinang,53,Balik Pulau,GS,Muhammad Imran Muhammad Sa'ad,PAS,lose,PKR,PH,6464,5298,49776,10.64,59086,84.24,65,30,4,1,0,0,0,870,8
Perak,54,Gerik,BN,Hasbullah Osman,BN,win,BN,BN,5528,13243,27311,48.49,35903,76.07,69,14,3,13,0,0,0,3587,4
Perak,54,Gerik,GS,Mohd Dahalan Ismail,PAS,lose,BN,BN,5528,7715,27311,28.25,35903,76.07,69,14,3,13,0,0,0,3587,4
Perak,54,Gerik,PH,Ibrahim Mohd Hanafiah,PKR,lose,BN,BN,5528,6353,27311,23.26,35903,76.07,69,14,3,13,0,0,0,3587,4
Perak,55,Lenggong,BN,Shamsul Anuar Nasarah ,BN,win,BN,BN,5773,12523,23205,53.97,29752,77.99,84,13,1,2,0,0,0,52,4
Perak,55,Lenggong,GS,Muhammad Mujahid Mohammad Fadzil,PAS,lose,BN,BN,5773,6750,23205,29.09,29752,77.99,84,13,1,2,0,0,0,52,4
Perak,55,Lenggong,PH,Amirul Fairuzzeen Jamaluddin,PKR,lose,BN,BN,5773,3932,23205,16.94,29752,77.99,84,13,1,2,0,0,0,52,4
Perak,56,Larut,BN,Hamzah Zainudin,BN,win,BN,BN,4486,18184,39620,45.9,49453,80.12,90,4,6,0,0,0,0,237,7
Perak,56,Larut,GS,Abu Husin Mohmmad,PAS,lose,BN,BN,4486,13698,39620,34.57,49453,80.12,90,4,6,0,0,0,0,237,7
Perak,56,Larut,PH,Khairil Anuar Akhiruddin,PKR,lose,BN,BN,4486,7738,39620,19.53,49453,80.12,90,4,6,0,0,0,0,237,7
Perak,57,Parit Buntar,PH,Mujahid Yusof Rawa,PKR,win,PKR,PH,3098,16753,42720,39.22,51860,82.38,69,26,5,0,0,0,0,99,10
Perak,57,Parit Buntar,BN,Abdul Puhat Mat Nayan,BN,lose,PKR,PH,3098,13655,42720,31.96,51860,82.38,69,26,5,0,0,0,0,99,10
Perak,57,Parit Buntar,GS,Ahmad Azhar Sharin,PAS,lose,PKR,PH,3098,12312,42720,28.82,51860,82.38,69,26,5,0,0,0,0,99,10
Perak,58,Bagan Serai,BN,Noor Azmi Ghazali,BN,win,BN,BN,172,17220,47255,36.44,59293,79.7,78,13,9,0,0,0,0,349,5
Perak,58,Bagan Serai,GS,Rohaya Bakar,PAS,lose,BN,BN,172,17048,47255,36.08,59293,79.7,78,13,9,0,0,0,0,349,5
Perak,58,Bagan Serai,PH,Adam Asmuni,PKR,lose,BN,BN,172,12987,47255,27.48,59293,79.7,78,13,9,0,0,0,0,349,5
Perak,59,Bukit Gantang,BN,Syed Abu Hussin Hafiz Syed Abu Fasal,BN,win,BN,BN,4089,22450,56863,39.48,69873,81.38,73,19,8,0,0,0,0,82,14
Perak,59,Bukit Gantang,PH,Khadri Khalid,PKR,lose,BN,BN,4089,18361,56863,32.29,69873,81.38,73,19,8,0,0,0,0,82,14
Perak,59,Bukit Gantang,GS,Idris Ahmad,PAS,lose,BN,BN,4089,16052,56863,28.23,69873,81.38,73,19,8,0,0,0,0,82,14
Perak,60,Taiping,PH,Teh Kok Lim,PKR,win,PKR,PH,27384,42997,69743,61.65,90729,76.87,39,46,13,1,0,0,0,5079,24
Perak,60,Taiping,BN,Tan Keng Liang,BN,lose,PKR,PH,27384,15613,69743,22.39,90729,76.87,39,46,13,1,0,0,0,5079,24
Perak,60,Taiping,GS,Ibrahim Ismail,PAS,lose,PKR,PH,27384,11133,69743,15.96,90729,76.87,39,46,13,1,0,0,0,5079,24
Perak,61,Padang Rengas,BN,Mohamed Nazri Abdul Aziz,BN,win,BN,BN,2548,10491,25281,41.5,30996,81.56,78,15,7,0,0,0,0,40,4
Perak,61,Padang Rengas,PH,Ejazi Yahaya,PKR,lose,BN,BN,2548,7943,25281,31.42,30996,81.56,78,15,7,0,0,0,0,40,4
Perak,61,Padang Rengas,GS,Mohamad Azalan Mohamad Radzi,PAS,lose,BN,BN,2548,6847,25281,27.08,30996,81.56,78,15,7,0,0,0,0,40,4
Perak,62,Sungai Siput,PH,Kesavan Subramaniam,PKR,win,PKR,PH,5607,20817,42726,48.72,55002,77.68,35,36,21,8,0,0,0,264,4
Perak,62,Sungai Siput,BN,Devamany Krishnasamy,BN,lose,PKR,PH,5607,15210,42726,35.6,55002,77.68,35,36,21,8,0,0,0,264,4
Perak,62,Sungai Siput,GS,Ishak Ibrahim,PAS,lose,PKR,PH,5607,5194,42726,12.16,55002,77.68,35,36,21,8,0,0,0,264,4
Perak,62,Sungai Siput,Others,Michael Jeyakumar Devaraj,PSM,lose,PKR,PH,5607,1505,42726,3.52,55002,77.68,35,36,21,8,0,0,0,264,4
Perak,63,Tambun,PH,Ahmad Faizal Azumu,PKR,win,PKR,PH,5320,38661,86950,44.46,107763,80.69,67,20,11,2,0,0,0,4709,21
Perak,63,Tambun,BN,Ahmad Husni Mohamad Hanadzlah,BN,lose,PKR,PH,5320,33341,86950,38.35,107763,80.69,67,20,11,2,0,0,0,4709,21
Perak,63,Tambun,GS,Muhamad Zukifli Mohamad Zakaria,PAS,lose,PKR,PH,5320,14948,86950,17.19,107763,80.69,67,20,11,2,0,0,0,4709,21
Perak,64,Ipoh Timor,PH,Wong Kah Woh,PKR,win,PKR,PH,42797,56519,70241,80.46,91486,76.78,21,72,6,1,0,0,0,2675,115
Perak,64,Ipoh Timor,BN,Kathleen Wong Mei Yin,BN,lose,PKR,PH,42797,13722,70241,19.54,91486,76.78,21,72,6,1,0,0,0,2675,115
Perak,65,Ipoh Barat,PH,M. Kulasekaran V. Murugeson,PKR,win,PKR,PH,45724,55613,65502,84.9,84874,77.18,12,63,24,1,0,0,0,590,62
Perak,65,Ipoh Barat,BN,Cheng Wei Yee,BN,lose,PKR,PH,45724,9889,65502,15.1,84874,77.18,12,63,24,1,0,0,0,590,62
Perak,66,Batu Gajah,PH,Sivakumar Varatharajy Naidu,PKR,win,PKR,PH,43868,52850,62787,84.17,81399,77.13,10,75,15,1,0,0,0,717,20
Perak,66,Batu Gajah,BN,Leong Chee Wai,BN,lose,PKR,PH,43868,8982,62787,14.31,81399,77.13,10,75,15,1,0,0,0,717,20
Perak,66,Batu Gajah,Others,Kunasekaran Krishnan,PSM,lose,PKR,PH,43868,955,62787,1.52,81399,77.13,10,75,15,1,0,0,0,717,20
Perak,67,Kuala Kangsar,BN,Mastura Mohd Yazid,BN,win,BN,BN,731,12102,30056,40.26,36954,81.33,71,22,7,1,0,0,0,376,6
Perak,67,Kuala Kangsar,PH,Ahmad Termizi Ramli,PKR,lose,BN,BN,731,11371,30056,37.83,36954,81.33,71,22,7,1,0,0,0,376,6
Perak,67,Kuala Kangsar,GS,Khalil Idham Lim Abdullah,PAS,lose,BN,BN,731,6583,30056,21.9,36954,81.33,71,22,7,1,0,0,0,376,6
Perak,68,Beruas,PH,Ngeh Koo Ham,PKR,win,PKR,PH,27954,41231,60267,68.41,79794,75.53,26,59,14,0,0,0,0,194,18
Perak,68,Beruas,BN,Pang Chok King,BN,lose,PKR,PH,27954,13277,60267,22.03,79794,75.53,26,59,14,0,0,0,0,194,18
Perak,68,Beruas,GS,Mohamad Nazeer M K M Hameed,PAS,lose,PKR,PH,27954,5759,60267,9.56,79794,75.53,26,59,14,0,0,0,0,194,18
Perak,69,Parit,BN,Mohd Nizar Zakaria ,BN,win,BN,BN,6320,14035,28990,48.41,35910,80.73,93,2,3,2,0,0,0,481,5
Perak,69,Parit,GS,Najihatussalehah Ahmad,PAS,lose,BN,BN,6320,7715,28990,26.61,35910,80.73,93,2,3,2,0,0,0,481,5
Perak,69,Parit,PH,Ahmad Tarmizi Mohd Jam,PKR,lose,BN,BN,6320,7240,28990,24.97,35910,80.73,93,2,3,2,0,0,0,481,5
Perak,70,Kampar,PH,Su Keong Siong,PKR,win,PKR,PH,11801,30216,52495,57.56,69436,75.6,33,55,9,2,0,0,0,402,16
Perak,70,Kampar,BN,Lee Chee Leong,BN,lose,PKR,PH,11801,18415,52495,35.08,69436,75.6,33,55,9,2,0,0,0,402,16
Perak,70,Kampar,GS,Yougan Mahalingam,PAS,lose,PKR,PH,11801,3864,52495,7.36,69436,75.6,33,55,9,2,0,0,0,402,16
Perak,71,Gopeng,PH,Lee Boon Chye,PKR,win,PKR,PH,29778,48923,79233,61.75,99167,79.9,43,46,9,3,0,0,0,978,53
Perak,71,Gopeng,BN,Heng Seai Kie,BN,lose,PKR,PH,29778,19145,79233,24.16,99167,79.9,43,46,9,3,0,0,0,978,53
Perak,71,Gopeng,GS,Ismail Ariffin,PAS,lose,PKR,PH,29778,11165,79233,14.09,99167,79.9,43,46,9,3,0,0,0,978,53
Perak,72,Tapah,BN,Saravanan Murugan,BN,win,BN,BN,614,16086,36174,44.47,47128,76.76,47,26,15,13,0,0,0,1939,15
Perak,72,Tapah,PH,Mohamed Azni Mohamed Ali,PKR,lose,BN,BN,614,15472,36174,42.77,47128,76.76,47,26,15,13,0,0,0,1939,15
Perak,72,Tapah,GS,Norazli Musa,PAS,lose,BN,BN,614,4616,36174,12.76,47128,76.76,47,26,15,13,0,0,0,1939,15
Perak,73,Pasir Salak,BN,Tajuddin Abdul Rahman,BN,win,BN,BN,7712,20003,43445,46.04,54671,79.47,81,13,4,3,0,0,0,75,8
Perak,73,Pasir Salak,PH,Salihuddin Radin Sumadi,PKR,lose,BN,BN,7712,12291,43445,28.29,54671,79.47,81,13,4,3,0,0,0,75,8
Perak,73,Pasir Salak,GS,Zafarulazhan Zan,PAS,lose,BN,BN,7712,11151,43445,25.67,54671,79.47,81,13,4,3,0,0,0,75,8
Perak,74,Lumut,PH,Mohd Hatta Md Ramli,PKR,win,PKR,PH,400,21955,53645,40.93,67157,79.88,72,15,11,1,0,0,0,11900,13
Perak,74,Lumut,BN,Zambry Abd Kadir,BN,lose,PKR,PH,400,21555,53645,40.18,67157,79.88,72,15,11,1,0,0,0,11900,13
Perak,74,Lumut,GS,Mohammed Zamri Ibrahim,PAS,lose,PKR,PH,400,10135,53645,18.89,67157,79.88,72,15,11,1,0,0,0,11900,13
Perak,75,Bagan Datuk,BN,Ahmad Zahid Hamidi,BN,win,BN,BN,5073,18909,36806,51.37,47309,77.8,60,18,22,1,0,0,0,1681,4
Perak,75,Bagan Datuk,PH,Pakhrurrazi Arshad,PKR,lose,BN,BN,5073,13836,36806,37.59,47309,77.8,60,18,22,1,0,0,0,1681,4
Perak,75,Bagan Datuk,GS,Ata Abdul Muneim Hasan Adli,PAS,lose,BN,BN,5073,4061,36806,11.03,47309,77.8,60,18,22,1,0,0,0,1681,4
Perak,76,Teluk Intan,PH,Nga Kor Ming,PKR,win,PKR,PH,11179,29170,53655,54.37,66487,80.7,41,40,19,1,0,0,0,371,15
Perak,76,Teluk Intan,BN,Mah Siew Keong,BN,lose,PKR,PH,11179,17991,53655,33.53,66487,80.7,41,40,19,1,0,0,0,371,15
Perak,76,Teluk Intan,GS,Ahmad Ramadzhan Ahmad Daud,PAS,lose,PKR,PH,11179,6494,53655,12.1,66487,80.7,41,40,19,1,0,0,0,371,15
Perak,77,Tanjong Malim,PH,Chang Lih Kang,PKR,win,PKR,PH,5358,24672,54297,45.44,68468,79.3,56,26,13,6,0,0,0,530,25
Perak,77,Tanjong Malim,BN,Mah Hang Soon,BN,lose,PKR,PH,5358,19314,54297,35.57,68468,79.3,56,26,13,6,0,0,0,530,25
Perak,77,Tanjong Malim,GS,Mohd Tarmizi Ab Rahman,PAS,lose,PKR,PH,5358,10311,54297,18.99,68468,79.3,56,26,13,6,0,0,0,530,25
Pahang,78,Cameron Highlands,BN,Sivaraj Chandran,BN,win,BN,BN,597,10307,24365,42.3,32048,76.03,34,30,15,22,0,0,0,255,13
Pahang,78,Cameron Highlands,PH,Manogaran Marimuthu,PKR,lose,BN,BN,597,9710,24365,39.85,32048,76.03,34,30,15,22,0,0,0,255,13
Pahang,78,Cameron Highlands,GS,Wan Mahadir Wan Mahmud,PAS,lose,BN,BN,597,3587,24365,14.72,32048,76.03,34,30,15,22,0,0,0,255,13
Pahang,78,Cameron Highlands,Others,Suresh Kumar Balasubramaniam,PSM,lose,BN,BN,597,680,24365,2.79,32048,76.03,34,30,15,22,0,0,0,255,13
Pahang,78,Cameron Highlands,Others,Mohd Tahir Kassim,BERJASA,lose,BN,BN,597,81,24365,0.33,32048,76.03,34,30,15,22,0,0,0,255,13
Pahang,79,Lipis,BN,Abdul Rahman Mohamad,BN,win,BN,BN,6569,13995,28092,49.82,35294,79.59,78,16,5,1,0,0,0,1071,3
Pahang,79,Lipis,PH,Badarudin Rahaman,PKR,lose,BN,BN,6569,7426,28092,26.43,35294,79.59,78,16,5,1,0,0,0,1071,3
Pahang,79,Lipis,GS,Sobirin Duli,PAS,lose,BN,BN,6569,6671,28092,23.75,35294,79.59,78,16,5,1,0,0,0,1071,3
Pahang,80,Raub,PH,Tengku Zulpuri Shah Raja Puji,PKR,win,PKR,PH,3159,20659,46025,44.89,57723,79.73,52,38,6,4,0,0,0,493,8
Pahang,80,Raub,BN,Chew Mei Fun,BN,lose,PKR,PH,3159,17500,46025,38.02,57723,79.73,52,38,6,4,0,0,0,493,8
Pahang,80,Raub,GS,Mohamed Nilam Abdul Manap,PAS,lose,PKR,PH,3159,7866,46025,17.09,57723,79.73,52,38,6,4,0,0,0,493,8
Pahang,81,Jerantut,BN,Ahmad Nazlan Idris,BN,win,BN,BN,5908,22640,50249,45.06,63609,79,82,13,3,2,0,0,0,398,6
Pahang,81,Jerantut,GS,Yohanis Ahmad,PAS,lose,BN,BN,5908,16732,50249,33.3,63609,79,82,13,3,2,0,0,0,398,6
Pahang,81,Jerantut,PH,Wan Mohd Shaharir Wan Abd Jalil,PKR,lose,BN,BN,5908,10877,50249,21.65,63609,79,82,13,3,2,0,0,0,398,6
Pahang,82,Indera Mahkota,PH,Saifuddin Abdullah,PKR,win,PKR,PH,10950,28578,63721,44.85,77208,82.53,67,27,6,1,0,0,0,3154,25
Pahang,82,Indera Mahkota,BN,Johan Mat Sah,BN,lose,PKR,PH,10950,17628,63721,27.66,77208,82.53,67,27,6,1,0,0,0,3154,25
Pahang,82,Indera Mahkota,GS,Nasrudin Hassan,PAS,lose,PKR,PH,10950,17515,63721,27.49,77208,82.53,67,27,6,1,0,0,0,3154,25
Pahang,83,Kuantan,PH,Fuziah Salleh,PKR,win,PKR,PH,8111,22807,51170,44.57,62696,81.62,67,30,3,1,0,0,0,1881,15
Pahang,83,Kuantan,GS,Sulaiman Md Derus,PAS,lose,PKR,PH,8111,14696,51170,28.72,62696,81.62,67,30,3,1,0,0,0,1881,15
Pahang,83,Kuantan,BN,Wong Kean Hwee,BN,lose,PKR,PH,8111,13667,51170,26.71,62696,81.62,67,30,3,1,0,0,0,1881,15
Pahang,84,Paya Besar,BN,Mohd Shahar Abdullah,BN,win,BN,BN,5742,19033,44100,43.16,55135,79.99,84,13,2,2,0,0,0,72,10
Pahang,84,Paya Besar,GS,Mohamad Azhar Mohd Noor,PAS,lose,BN,BN,5742,13291,44100,30.14,55135,79.99,84,13,2,2,0,0,0,72,10
Pahang,84,Paya Besar,PH,Mohd Ashraf Mustaqim Badrul Munir,PKR,lose,BN,BN,5742,11776,44100,26.7,55135,79.99,84,13,2,2,0,0,0,72,10
Pahang,85,Pekan,BN,Mohd Najib Abd Razak,BN,win,BN,BN,24859,43854,70614,62.1,88899,79.43,88,2,1,9,0,0,0,6824,14
Pahang,85,Pekan,GS,Ahiatudin Daud,PAS,lose,BN,BN,24859,18995,70614,26.9,88899,79.43,88,2,1,9,0,0,0,6824,14
Pahang,85,Pekan,PH,Muhammad Zahid Md Arip,PKR,lose,BN,BN,24859,7662,70614,10.85,88899,79.43,88,2,1,9,0,0,0,6824,14
Pahang,85,Pekan,Others,Abd Kadir Sainudin,IND,lose,BN,BN,24859,103,70614,0.15,88899,79.43,88,2,1,9,0,0,0,6824,14
Pahang,86,Maran,BN,Ismail Abd Muttalib,BN,win,BN,BN,3763,16064,32725,49.09,41036,79.75,90,6,2,2,0,0,0,263,3
Pahang,86,Maran,GS,Hasenan Haron,PAS,lose,BN,BN,3763,12301,32725,37.59,41036,79.75,90,6,2,2,0,0,0,263,3
Pahang,86,Maran,PH,Ahmad Farid Ahmad Nordin,PKR,lose,BN,BN,3763,4360,32725,13.32,41036,79.75,90,6,2,2,0,0,0,263,3
Pahang,87,Kuala Krau,BN,Ismail Mohamed Said,BN,win,BN,BN,2876,18058,38311,47.14,47264,81.06,90,3,2,5,0,0,0,45,3
Pahang,87,Kuala Krau,GS,Kamal Ashaari,PAS,lose,BN,BN,2876,15182,38311,39.63,47264,81.06,90,3,2,5,0,0,0,45,3
Pahang,87,Kuala Krau,PH,Mohamad Rafidee Hassim,PKR,lose,BN,BN,2876,5071,38311,13.24,47264,81.06,90,3,2,5,0,0,0,45,3
Pahang,88,Temerloh,PH,Mohd Anuar Mohd Tahir,PKR,win,PKR,PH,1904,23998,61050,39.31,75081,81.31,67,23,8,3,0,0,0,2942,14
Pahang,88,Temerloh,BN,Mohd Sharkar Shamsudin,BN,lose,PKR,PH,1904,22094,61050,36.19,75081,81.31,67,23,8,3,0,0,0,2942,14
Pahang,88,Temerloh,GS,Md Jusoh Darus,PAS,lose,PKR,PH,1904,14734,61050,24.13,75081,81.31,67,23,8,3,0,0,0,2942,14
Pahang,88,Temerloh,Others,Mohd Khaidir Ahmad,IND,lose,PKR,PH,1904,178,61050,0.29,75081,81.31,67,23,8,3,0,0,0,2942,14
Pahang,88,Temerloh,Others,Muhamad Fakhrudin Abu Hanipah,IND,lose,PKR,PH,1904,46,61050,0.08,75081,81.31,67,23,8,3,0,0,0,2942,14
Pahang,89,Bentong,PH,Wong Tack,PKR,win,PKR,PH,2032,25716,55106,46.67,67359,81.81,47,42,9,3,0,0,0,1660,17
Pahang,89,Bentong,BN,Liow Tiong Lai,BN,lose,PKR,PH,2032,23684,55106,42.98,67359,81.81,47,42,9,3,0,0,0,1660,17
Pahang,89,Bentong,GS,Balasubramaniam Nachiappan,PAS,lose,PKR,PH,2032,5706,55106,10.35,67359,81.81,47,42,9,3,0,0,0,1660,17
Pahang,90,Bera,BN,Ismail Sabri Yaakob,BN,win,BN,BN,2311,20760,47305,43.89,58711,80.57,62,29,4,5,0,0,0,1615,8
Pahang,90,Bera,PH,Zakaria Abdul Hamid,PKR,lose,BN,BN,2311,18449,47305,39,58711,80.57,62,29,4,5,0,0,0,1615,8
Pahang,90,Bera,GS,Musaniff Ab Rahman,PAS,lose,BN,BN,2311,8096,47305,17.11,58711,80.57,62,29,4,5,0,0,0,1615,8
Pahang,91,Rompin,BN,Hasan Arifin,BN,win,BN,BN,11395,26628,49737,53.54,61918,80.33,88,2,1,9,0,0,0,685,2
Pahang,91,Rompin,GS,M Shahrul Nizam Abdul Haliff,PAS,lose,BN,BN,11395,15233,49737,30.63,61918,80.33,88,2,1,9,0,0,0,685,2
Pahang,91,Rompin,PH,Sitarunisah Ab Kadir,PKR,lose,BN,BN,11395,7876,49737,15.84,61918,80.33,88,2,1,9,0,0,0,685,2
Selangor,92,Sabak Bernam,BN,Mohd Fasiah Mohd Fakeh,BN,win,BN,BN,1674,12862,33350,38.57,40863,81.61,83,12,5,0,0,0,0,72,2
Selangor,92,Sabak Bernam,PH,Warno Dogol,PKR,lose,BN,BN,1674,11188,33350,33.55,40863,81.61,83,12,5,0,0,0,0,72,2
Selangor,92,Sabak Bernam,GS,Muhammad Labib Abd Jalil,PAS,lose,BN,BN,1674,9300,33350,27.89,40863,81.61,83,12,5,0,0,0,0,72,2
Selangor,93,Sungai Besar,PH,Muslimin Yahaya,PKR,win,PKR,PH,714,17350,41206,42.11,48739,84.54,69,29,2,0,0,0,0,353,5
Selangor,93,Sungai Besar,BN,Budiman Mohd Zohdi,BN,lose,PKR,PH,714,16636,41206,40.37,48739,84.54,69,29,2,0,0,0,0,353,5
Selangor,93,Sungai Besar,GS,Mohamed Salled M Husin,PAS,lose,PKR,PH,714,7220,41206,17.52,48739,84.54,69,29,2,0,0,0,0,353,5
Selangor,94,Hulu Selangor,PH,Leow Hsiad Hui,PKR,win,PKR,PH,13391,40783,85221,47.86,100990,84.39,61,21,16,2,0,0,0,1472,14
Selangor,94,Hulu Selangor,BN,P. Kamalanathan P. Panchanathan,BN,lose,PKR,PH,13391,27392,85221,32.14,100990,84.39,61,21,16,2,0,0,0,1472,14
Selangor,94,Hulu Selangor,GS,Wan Mat Sulaiman,PAS,lose,PKR,PH,13391,16620,85221,19.5,100990,84.39,61,21,16,2,0,0,0,1472,14
Selangor,94,Hulu Selangor,Others,Kumar S. Paramasivam,IND,lose,PKR,PH,13391,426,85221,0.5,100990,84.39,61,21,16,2,0,0,0,1472,14
Selangor,95,Tanjong Karang,BN,Noh Omar,BN,win,BN,BN,1970,17596,40498,43.45,47198,85.8,75,16,9,0,0,0,0,26,4
Selangor,95,Tanjong Karang,PH,Zulkafperi Hanapi,PKR,lose,BN,BN,1970,15626,40498,38.58,47198,85.8,75,16,9,0,0,0,0,26,4
Selangor,95,Tanjong Karang,GS,Nor Az Azlan Ahmad,PAS,lose,BN,BN,1970,7276,40498,17.97,47198,85.8,75,16,9,0,0,0,0,26,4
Selangor,96,Kuala Selangor,PH,Dzulkefly Ahmad,PKR,win,PKR,PH,8498,29842,59721,49.97,69397,86.06,66,13,21,0,0,0,0,402,11
Selangor,96,Kuala Selangor,BN,Irmohizam Ibrahim,BN,lose,PKR,PH,8498,21344,59721,35.74,69397,86.06,66,13,21,0,0,0,0,402,11
Selangor,96,Kuala Selangor,GS,Mohd Fakaruddin Ismail,PAS,lose,PKR,PH,8498,8535,59721,14.29,69397,86.06,66,13,21,0,0,0,0,402,11
Selangor,97,Selayang,PH,William Leong Jee Keen,PKR,win,PKR,PH,40657,60158,98002,61.38,116176,84.36,53,29,18,1,0,0,0,832,26
Selangor,97,Selayang,BN,Kang Meng Fuat,BN,lose,PKR,PH,40657,19501,98002,19.9,116176,84.36,53,29,18,1,0,0,0,832,26
Selangor,97,Selayang,GS,Hashim Abdul Karim,PAS,lose,PKR,PH,40657,18343,98002,18.72,116176,84.36,53,29,18,1,0,0,0,832,26
Selangor,98,Gombak,PH,Mohamed Azmin Ali,PKR,win,PKR,PH,48721,75113,119042,63.1,141112,84.36,77,11,11,2,0,0,0,304,102
Selangor,98,Gombak,BN,Abdul Rahim Pandak Kamarudin,BN,lose,PKR,PH,48721,26392,119042,22.17,141112,84.36,77,11,11,2,0,0,0,304,102
Selangor,98,Gombak,GS,Khairil Nizam Khirudin,PAS,lose,PKR,PH,48721,17537,119042,14.73,141112,84.36,77,11,11,2,0,0,0,304,102
Selangor,99,Ampang,PH,Zuraida Kamaruddin,PKR,win,PKR,PH,41956,54307,76550,70.94,91737,83.45,56,35,9,1,0,0,0,22,46
Selangor,99,Ampang,BN,Leong Kim Soon,BN,lose,PKR,PH,41956,12351,76550,16.13,91737,83.45,56,35,9,1,0,0,0,22,46
Selangor,99,Ampang,GS,Nurul Islam Mohamed Yusoff,PAS,lose,PKR,PH,41956,9598,76550,12.54,91737,83.45,56,35,9,1,0,0,0,22,46
Selangor,99,Ampang,PRM,Tan Hua Meng,PRM,lose,PKR,PH,41956,294,76550,0.38,91737,83.45,56,35,9,1,0,0,0,22,46
Selangor,100,Pandan,PH,Wan Azizah Wan Ismail,PKR,win,PKR,PH,52543,64733,85774,75.47,101319,84.66,46,46,7,1,0,0,0,825,42
Selangor,100,Pandan,BN,Leong Kok Wee,BN,lose,PKR,PH,52543,12190,85774,14.21,101319,84.66,46,46,7,1,0,0,0,825,42
Selangor,100,Pandan,GS,Mohamed Sukri Omar,PAS,lose,PKR,PH,52543,8336,85774,9.72,101319,84.66,46,46,7,1,0,0,0,825,42
Selangor,100,Pandan,PRM,Lee Ying Ha,PRM,lose,PKR,PH,52543,442,85774,0.52,101319,84.66,46,46,7,1,0,0,0,825,42
Selangor,100,Pandan,Others,Mohd Khairul Azam Abdul Aziz,IND,lose,PKR,PH,52543,73,85774,0.09,101319,84.66,46,46,7,1,0,0,0,825,42
Selangor,101,Hulu Langat,PH,Hasanuddin Mohd Yunus,PKR,win,PKR,PH,25424,49004,88247,55.53,102363,86.21,66,22,10,2,0,0,0,3946,49
Selangor,101,Hulu Langat,BN,Azman Ahmad,BN,lose,PKR,PH,25424,23580,88247,26.72,102363,86.21,66,22,10,2,0,0,0,3946,49
Selangor,101,Hulu Langat,GS,Che Rosli Che Mat,PAS,lose,PKR,PH,25424,15663,88247,17.75,102363,86.21,66,22,10,2,0,0,0,3946,49
Selangor,102,Bangi,PH,Ong Kian Ming,PKR,win,PKR,PH,68768,102557,156327,65.6,178790,87.44,49,39,11,1,0,0,0,1462,119
Selangor,102,Bangi,GS,Mohd Shafie Ngah,PAS,lose,PKR,PH,68768,33789,156327,21.61,178790,87.44,49,39,11,1,0,0,0,1462,119
Selangor,102,Bangi,BN,Liew Yuen Keong,BN,lose,PKR,PH,68768,19766,156327,12.64,178790,87.44,49,39,11,1,0,0,0,1462,119
Selangor,102,Bangi,PRM,Wan Jinn Woei,PRM,lose,PKR,PH,68768,215,156327,0.14,178790,87.44,49,39,11,1,0,0,0,1462,119
Selangor,103,Puchong,PH,Gobind Singh Deo,PKR,win,PKR,PH,47635,60429,83478,72.39,96437,86.56,37,52,10,1,0,0,0,430,30
Selangor,103,Puchong,BN,Ang Chin Tat,BN,lose,PKR,PH,47635,12794,83478,15.33,96437,86.56,37,52,10,1,0,0,0,430,30
Selangor,103,Puchong,GS,Mohamad Rosharizan Mohd Rozlan,PAS,lose,PKR,PH,47635,10255,83478,12.28,96437,86.56,37,52,10,1,0,0,0,430,30
Selangor,104,Subang,PH,Wong Chen,PKR,win,PKR,PH,92353,104430,125705,83.08,146422,85.85,27,57,15,2,0,0,0,1593,118
