State,KodPAR,const_name,coallition,candidate_name,party,winlose,won_party,won_coallition,majority,votes,voted_voters,votes_pct,total_voters,turnout_rate,malay,chinese,indian,others,muslim_bumi,nonmuslim_bumi,sabah_bumi,early,postal
Selangor,104,Subang,BN,Tan Seong Lim,BN,lose,PKR,PH,92353,12077,125705,9.61,146422,85.85,27,57,15,2,0,0,0,1593,118
Selangor,104,Subang,GS,Mohd Shahrir Mohd Adnan,PAS,lose,PKR,PH,92353,9025,125705,7.18,146422,85.85,27,57,15,2,0,0,0,1593,118
Selangor,104,Subang,Others,Toh Sin Wah,IND,lose,PKR,PH,92353,173,125705,0.14,146422,85.85,27,57,15,2,0,0,0,1593,118
Selangor,105,Petaling Jaya ,PH,Maria Chin Abdullah,PKR,win,PKR,PH,57137,78984,115279,68.52,140920,81.8,47,32,19,2,0,0,0,3410,52
Selangor,105,Petaling Jaya ,BN,Chew Hian Tat,BN,lose,PKR,PH,57137,21847,115279,18.95,140920,81.8,47,32,19,2,0,0,0,3410,52
Selangor,105,Petaling Jaya ,GS,Noraini Hussin,PAS,lose,PKR,PH,57137,14448,115279,12.53,140920,81.8,47,32,19,2,0,0,0,3410,52
Selangor,106,Damansara,PH,Tony Pua,PKR,win,PKR,PH,106903,121283,136280,89,164322,82.93,20,69,9,1,0,0,0,500,79
Selangor,106,Damansara,BN,Ho Kwonk Xheng,BN,lose,PKR,PH,106903,14380,136280,10.55,164322,82.93,20,69,9,1,0,0,0,500,79
Selangor,106,Damansara,PRM,Wong Mun Kheong,PRM,lose,PKR,PH,106903,617,136280,0.45,164322,82.93,20,69,9,1,0,0,0,500,79
Selangor,107,Sungai Buloh,PH,Sivarasa Rasiah,PKR,win,PKR,PH,26634,43631,77951,55.97,90707,85.94,66,22,11,2,0,0,0,3232,47
Selangor,107,Sungai Buloh,GS,Nuridah Mohd Salleh,PAS,lose,PKR,PH,26634,16997,77951,21.8,90707,85.94,66,22,11,2,0,0,0,3232,47
Selangor,107,Sungai Buloh,BN,Pakas Rao Applanaidoo,BN,lose,PKR,PH,26634,16681,77951,21.4,90707,85.94,66,22,11,2,0,0,0,3232,47
Selangor,107,Sungai Buloh,Others,Zainurizzaman Mohram,PSM,lose,PKR,PH,26634,642,77951,0.82,90707,85.94,66,22,11,2,0,0,0,3232,47
Selangor,108,Shah Alam,PH,Khalid Abd Samad,PKR,win,PKR,PH,33849,55949,93243,60,107316,86.89,76,11,13,1,0,0,0,2158,61
Selangor,108,Shah Alam,BN,Azhari Shaari,BN,lose,PKR,PH,33849,22100,93243,23.7,107316,86.89,76,11,13,1,0,0,0,2158,61
Selangor,108,Shah Alam,GS,Mohd Zuhdi Marsuki,PAS,lose,PKR,PH,33849,15194,93243,16.3,107316,86.89,76,11,13,1,0,0,0,2158,61
Selangor,109,Kapar,PH,Abdullah Sani Abdul Hamid,PKR,win,PKR,PH,16306,47731,106093,44.99,124983,84.89,71,15,14,1,0,0,0,397,21
Selangor,109,Kapar,GS,Abd Rani Osman,PAS,lose,PKR,PH,16306,31425,106093,29.62,124983,84.89,71,15,14,1,0,0,0,397,21
Selangor,109,Kapar,BN,Mohana Muniandy Raman,BN,lose,PKR,PH,16306,26412,106093,24.9,124983,84.89,71,15,14,1,0,0,0,397,21
Selangor,109,Kapar,PRM,Manikavasagam Sundaram,PRM,lose,PKR,PH,16306,525,106093,0.49,124983,84.89,71,15,14,1,0,0,0,397,21
Selangor,110,Klang,PH,Charles Santiago,PKR,win,PKR,PH,78773,98279,127074,77.34,149348,85.09,27,55,17,1,0,0,0,1283,43
Selangor,110,Klang,BN,Ching Eu Boon,BN,lose,PKR,PH,78773,19506,127074,15.35,149348,85.09,27,55,17,1,0,0,0,1283,43
Selangor,110,Klang,GS,Khairul Shah Abdullah,PAS,lose,PKR,PH,78773,9169,127074,7.22,149348,85.09,27,55,17,1,0,0,0,1283,43
Selangor,110,Klang,Others,Puvanenderan Ganasamoorthy,IND,lose,PKR,PH,78773,120,127074,0.09,149348,85.09,27,55,17,1,0,0,0,1283,43
Selangor,111,Kota Raja,PH,Mohamad Sabu,PKR,win,PKR,PH,71142,90697,128126,70.79,149021,85.98,44,28,28,1,0,0,0,29,60
Selangor,111,Kota Raja,GS,Mohamed Diah Baharun,PAS,lose,PKR,PH,71142,19555,128126,15.26,149021,85.98,44,28,28,1,0,0,0,29,60
Selangor,111,Kota Raja,BN,V Gunalan Velu,BN,lose,PKR,PH,71142,17874,128126,13.95,149021,85.98,44,28,28,1,0,0,0,29,60
Selangor,112,Kuala Langat,PH,Xavier Jayakumar Arulanandam,PKR,win,PKR,PH,17112,43239,88097,49.08,102406,86.03,57,24,16,2,0,0,0,1166,14
Selangor,112,Kuala Langat,BN,Shahril Sufian Hamdan,BN,lose,PKR,PH,17112,26127,88097,29.66,102406,86.03,57,24,16,2,0,0,0,1166,14
Selangor,112,Kuala Langat,GS,Yahya Baba,PAS,lose,PKR,PH,17112,18731,88097,21.26,102406,86.03,57,24,16,2,0,0,0,1166,14
Selangor,113,Sepang,PH,Mohamed Hanipa Maidin,PKR,win,PKR,PH,18705,46740,90657,51.56,104508,86.75,63,20,14,3,0,0,0,1548,53
Selangor,113,Sepang,BN,Marsum Paing,BN,lose,PKR,PH,18705,28035,90657,30.92,104508,86.75,63,20,14,3,0,0,0,1548,53
Selangor,113,Sepang,GS,Sabirin Marsono,PAS,lose,PKR,PH,18705,15882,90657,17.52,104508,86.75,63,20,14,3,0,0,0,1548,53
W.P. Kuala Lumpur,114,Kepong,PH,Lim Lip Eng,PKR,win,PKR,PH,51628,56516,61404,92.04,72696,84.47,5,89,6,1,0,0,0,284,20
W.P. Kuala Lumpur,114,Kepong,BN,Ong Siang Liang,BN,lose,PKR,PH,51628,4888,61404,7.96,72696,84.47,5,89,6,1,0,0,0,284,20
W.P. Kuala Lumpur,115,Batu,Others,Prabakaran Parameswaran,IND,win,IND,IND,24438,38125,62805,60.7,76328,82.28,43,38,17,2,0,0,0,3614,21
W.P. Kuala Lumpur,115,Batu,BN,Dominic Lau Hoe Chai,BN,lose,IND,IND,24438,13687,62805,21.79,76328,82.28,43,38,17,2,0,0,0,3614,21
W.P. Kuala Lumpur,115,Batu,GS,Azhar Yahya,PAS,lose,IND,IND,24438,10610,62805,16.89,76328,82.28,43,38,17,2,0,0,0,3614,21
W.P. Kuala Lumpur,115,Batu,Others,VM Panjamothy Muthusamy,IND,lose,IND,IND,24438,383,62805,0.61,76328,82.28,43,38,17,2,0,0,0,3614,21
W.P. Kuala Lumpur,116,Wangsa Maju,PH,Tan Yee Kew,PKR,win,PKR,PH,24238,42178,73608,57.3,88482,83.19,61,30,8,2,0,0,0,3599,47
W.P. Kuala Lumpur,116,Wangsa Maju,BN,Yew Teong Look,BN,lose,PKR,PH,24238,17940,73608,24.37,88482,83.19,61,30,8,2,0,0,0,3599,47
W.P. Kuala Lumpur,116,Wangsa Maju,GS,Razali Tumrin,PAS,lose,PKR,PH,24238,13490,73608,18.33,88482,83.19,61,30,8,2,0,0,0,3599,47
W.P. Kuala Lumpur,117,Segambut,PH,Yeoh Tseow Suan,PKR,win,PKR,PH,45702,53124,64727,82.07,77956,83.03,28,59,12,2,0,0,0,21,83
W.P. Kuala Lumpur,117,Segambut,BN,Loga Bala Mohan Jaganathan,BN,lose,PKR,PH,45702,7422,64727,11.47,77956,83.03,28,59,12,2,0,0,0,21,83
W.P. Kuala Lumpur,117,Segambut,GS,Mohd Solleh Ab Razak,PAS,lose,PKR,PH,45702,4181,64727,6.46,77956,83.03,28,59,12,2,0,0,0,21,83
W.P. Kuala Lumpur,118,Setiawangsa,PH,Nik Nazmi Nik Ahmad,PKR,win,PKR,PH,14372,34471,60852,56.65,72136,84.36,62,26,10,2,0,0,0,17398,52
W.P. Kuala Lumpur,118,Setiawangsa,BN,Zulhasnan Rafique,BN,lose,PKR,PH,14372,20099,60852,33.03,72136,84.36,62,26,10,2,0,0,0,17398,52
W.P. Kuala Lumpur,118,Setiawangsa,GS,Ubaid Abd Akla,PAS,lose,PKR,PH,14372,6282,60852,10.32,72136,84.36,62,26,10,2,0,0,0,17398,52
W.P. Kuala Lumpur,119,Titiwangsa,PH,Rina Mohd Harun,PKR,win,PKR,PH,4139,23840,50386,47.31,61598,81.8,72,17,9,2,0,0,0,2695,35
W.P. Kuala Lumpur,119,Titiwangsa,BN,Johari Abdul Ghani,BN,lose,PKR,PH,4139,19701,50386,39.1,61598,81.8,72,17,9,2,0,0,0,2695,35
W.P. Kuala Lumpur,119,Titiwangsa,GS,Mohamad Noor Mohamad,PAS,lose,PKR,PH,4139,6845,50386,13.59,61598,81.8,72,17,9,2,0,0,0,2695,35
W.P. Kuala Lumpur,120,Bukit Bintang,PH,Fong Kui Lun,PKR,win,PKR,PH,37260,44516,52408,84.94,69526,75.38,13,75,11,1,0,0,0,3769,20
W.P. Kuala Lumpur,120,Bukit Bintang,BN,Tan Ean Ean,BN,lose,PKR,PH,37260,7256,52408,13.85,69526,75.38,13,75,11,1,0,0,0,3769,20
W.P. Kuala Lumpur,120,Bukit Bintang,PFP,Khairul Husni Othman,PFP,lose,PKR,PH,37260,636,52408,1.21,69526,75.38,13,75,11,1,0,0,0,3769,20
W.P. Kuala Lumpur,121,Lembah Pantai,PH,Ahmad Fahmi Mohamed Fadzil,PKR,win,PKR,PH,5598,33313,66305,50.24,80346,82.52,63,19,16,2,0,0,0,10250,35
W.P. Kuala Lumpur,121,Lembah Pantai,BN,Raja Nong Chik Raja Zainal Abidin,BN,lose,PKR,PH,5598,27715,66305,41.8,80346,82.52,63,19,16,2,0,0,0,10250,35
W.P. Kuala Lumpur,121,Lembah Pantai,GS,Fauzi Abu Bakar,PAS,lose,PKR,PH,5598,5277,66305,7.96,80346,82.52,63,19,16,2,0,0,0,10250,35
W.P. Kuala Lumpur,122,Seputeh,PH,Teresa Kok Suh Sim,PKR,win,PKR,PH,56059,63094,70129,89.97,86256,81.3,9,82,8,1,0,0,0,79,53
W.P. Kuala Lumpur,122,Seputeh,BN,Chan Quin Er,BN,lose,PKR,PH,56059,7035,70129,10.03,86256,81.3,9,82,8,1,0,0,0,79,53
W.P. Kuala Lumpur,123,Cheras,PH,Tan Kok Wai,PKR,win,PKR,PH,49665,56671,63677,89,78819,80.79,10,83,7,1,0,0,0,457,24
W.P. Kuala Lumpur,123,Cheras,BN,Heng Sinn Yee,BN,lose,PKR,PH,49665,7006,63677,11,78819,80.79,10,83,7,1,0,0,0,457,24
W.P. Kuala Lumpur,124,Bandar Tun Razak,PH,Kamarudin Jaafar,PKR,win,PKR,PH,19930,41126,70206,58.58,83650,83.93,61,29,8,1,0,0,0,5469,38
W.P. Kuala Lumpur,124,Bandar Tun Razak,BN,Adnan Seman @ Abdullah,BN,lose,PKR,PH,19930,21196,70206,30.19,83650,83.93,61,29,8,1,0,0,0,5469,38
W.P. Kuala Lumpur,124,Bandar Tun Razak,GS,Rosni Adam,PAS,lose,PKR,PH,19930,7884,70206,11.23,83650,83.93,61,29,8,1,0,0,0,5469,38
W.P. Putrajaya,125,Putrajaya,BN,Tengku Adnan Tengku Mansor,BN,win,BN,BN,3372,12148,24558,49.47,27306,89.94,95,1,3,1,0,0,0,823,75
W.P. Putrajaya,125,Putrajaya,PH,Samsu Adabi Mamat,PKR,lose,BN,BN,3372,8776,24558,35.74,27306,89.94,95,1,3,1,0,0,0,823,75
W.P. Putrajaya,125,Putrajaya,GS,Zainal Abidin Kidam,PAS,lose,BN,BN,3372,3634,24558,14.8,27306,89.94,95,1,3,1,0,0,0,823,75
Negeri Sembilan,126,Jelebu,BN,Jalaluddin Alias,BN,win,BN,BN,2045,19062,38957,48.93,48522,80.29,65,24,6,5,0,0,0,1720,4
Negeri Sembilan,126,Jelebu,PH,Mustafar Ab Kadir,PKR,lose,BN,BN,2045,17017,38957,43.68,48522,80.29,65,24,6,5,0,0,0,1720,4
Negeri Sembilan,126,Jelebu,GS,Norman Ipin,PAS,lose,BN,BN,2045,2878,38957,7.39,48522,80.29,65,24,6,5,0,0,0,1720,4
Negeri Sembilan,127,Jempol,BN,Mohd Salim Sharif @ Mohd Sharif,BN,win,BN,BN,1631,26819,57274,46.83,72122,79.41,64,23,12,1,0,0,0,420,6
Negeri Sembilan,127,Jempol,PH,Kamarulzaman Kamdias,PKR,lose,BN,BN,1631,25188,57274,43.98,72122,79.41,64,23,12,1,0,0,0,420,6
Negeri Sembilan,127,Jempol,GS,Mustaffa Daharun,PAS,lose,BN,BN,1631,5267,57274,9.2,72122,79.41,64,23,12,1,0,0,0,420,6
Negeri Sembilan,128,Seremban,PH,Loke Siew Fook,PKR,win,PKR,PH,30694,55503,91818,60.45,110168,83.34,49,37,13,1,0,0,0,1888,50
Negeri Sembilan,128,Seremban,BN,Chong Sin Woon,BN,lose,PKR,PH,30694,24809,91818,27.02,110168,83.34,49,37,13,1,0,0,0,1888,50
Negeri Sembilan,128,Seremban,GS,Sharifuddin Ahmad,PAS,lose,PKR,PH,30694,11506,91818,12.53,110168,83.34,49,37,13,1,0,0,0,1888,50
Negeri Sembilan,129,Kuala Pilah,PH,Eddin Syazlee Shith,PKR,win,PKR,PH,200,18045,40237,44.85,49801,80.8,77,16,5,2,0,0,0,355,12
Negeri Sembilan,129,Kuala Pilah,BN,Hasan Malek,BN,lose,PKR,PH,200,17845,40237,44.35,49801,80.8,77,16,5,2,0,0,0,355,12
Negeri Sembilan,129,Kuala Pilah,GS,Rafiei Mustapha,PAS,lose,PKR,PH,200,4347,40237,10.8,49801,80.8,77,16,5,2,0,0,0,355,12
Negeri Sembilan,130,Rasah,PH,Cha Kee Chin ,PKR,win,PKR,PH,46867,61806,85307,72.45,102838,82.95,30,48,21,2,0,0,0,2547,43
Negeri Sembilan,130,Rasah,BN,Ng Kian Nam ,BN,lose,PKR,PH,46867,14939,85307,17.51,102838,82.95,30,48,21,2,0,0,0,2547,43
Negeri Sembilan,130,Rasah,GS,Mohd Khairil Anuar Mohd Wafa,PAS,lose,PKR,PH,46867,8260,85307,9.68,102838,82.95,30,48,21,2,0,0,0,2547,43
Negeri Sembilan,130,Rasah,PAP,David Dass Aseerpatham,PAP,lose,PKR,PH,46867,302,85307,0.35,102838,82.95,30,48,21,2,0,0,0,2547,43
Negeri Sembilan,131,Rembau,BN,Khairy Jamaludin Abu Bakar,BN,win,BN,BN,4364,36096,73856,48.87,88365,83.58,74,10,15,1,0,0,0,1153,43
Negeri Sembilan,131,Rembau,PH,Roseli Abdul Gani,PKR,lose,BN,BN,4364,31732,73856,42.96,88365,83.58,74,10,15,1,0,0,0,1153,43
Negeri Sembilan,131,Rembau,GS,Mustafa Dolah,PAS,lose,BN,BN,4364,6028,73856,8.16,88365,83.58,74,10,15,1,0,0,0,1153,43
Negeri Sembilan,132,Port Dickson,PH,Danyal Balagopal Abdullah,PKR,win,PKR,PH,17710,36225,61334,59.06,75212,81.55,43,33,22,2,0,0,0,7084,13
Negeri Sembilan,132,Port Dickson,BN,Mogan Velayatham,BN,lose,PKR,PH,17710,18515,61334,30.19,75212,81.55,43,33,22,2,0,0,0,7084,13
Negeri Sembilan,132,Port Dickson,GS,Mahfuz Roslan,PAS,lose,PKR,PH,17710,6594,61334,10.75,75212,81.55,43,33,22,2,0,0,0,7084,13
Negeri Sembilan,133,Tampin,PH,Hasan Bahrom,PKR,win,PKR,PH,1002,22435,48466,46.29,60765,79.76,63,24,12,2,0,0,0,5340,7
Negeri Sembilan,133,Tampin,BN,Shaziman Abu Mansor,BN,lose,PKR,PH,1002,21433,48466,44.22,60765,79.76,63,24,12,2,0,0,0,5340,7
Negeri Sembilan,133,Tampin,GS,Abdul Halim Abu Bakar,PAS,lose,PKR,PH,1002,4598,48466,9.49,60765,79.76,63,24,12,2,0,0,0,5340,7
Melaka,134,Masjid Tanah,BN,Mas Ermieyati Samsudin,BN,win,BN,BN,8159,22898,42325,54.1,51441,82.28,84,12,4,1,0,0,0,381,12
Melaka,134,Masjid Tanah,PH,Sabirin Ja'afar,PKR,lose,BN,BN,8159,14739,42325,34.82,51441,82.28,84,12,4,1,0,0,0,381,12
Melaka,134,Masjid Tanah,GS,Mohd Nasir Othman,PAS,lose,BN,BN,8159,4688,42325,11.08,51441,82.28,84,12,4,1,0,0,0,381,12
Melaka,135,Alor Gajah,PH,Mohd Redzuan Md Yusof,PKR,win,PKR,PH,6980,29330,57815,50.73,70364,82.17,61,25,13,1,0,0,0,584,6
Melaka,135,Alor Gajah,BN,Wong Nai Chee,BN,lose,PKR,PH,6980,22350,57815,38.66,70364,82.17,61,25,13,1,0,0,0,584,6
Melaka,135,Alor Gajah,GS,Mohammad Nazree Mohammad Aris,PAS,lose,PKR,PH,6980,6135,57815,10.61,70364,82.17,61,25,13,1,0,0,0,584,6
Melaka,136,Tangga Batu,PH,Rusnah Aluai,PKR,win,PKR,PH,4659,32420,69142,46.89,83213,83.09,71,22,4,3,0,0,0,11741,22
Melaka,136,Tangga Batu,BN,Zali Mat Yasin,BN,lose,PKR,PH,4659,27761,69142,40.15,83213,83.09,71,22,4,3,0,0,0,11741,22
Melaka,136,Tangga Batu,GS,Zukifli Ismail,PAS,lose,PKR,PH,4659,8961,69142,12.96,83213,83.09,71,22,4,3,0,0,0,11741,22
Melaka,137,Hang Tuah Jaya,PH,Shamsul Iskandar @ Yusre Mohd Akin,PKR,win,PKR,PH,8640,39067,76583,51.01,89364,85.7,63,31,6,1,0,0,0,1260,22
Melaka,137,Hang Tuah Jaya,BN,Mohd Ali Mohd Rustam,BN,lose,PKR,PH,8640,30427,76583,39.73,89364,85.7,63,31,6,1,0,0,0,1260,22
Melaka,137,Hang Tuah Jaya,GS,Md Khalid Kassim,PAS,lose,PKR,PH,8640,7089,76583,9.26,89364,85.7,63,31,6,1,0,0,0,1260,22
Melaka,138,Kota Melaka,PH,Khoo Poay Tiong,PKR,win,PKR,PH,49175,76518,105276,72.68,126848,82.99,38,57,4,1,0,0,0,796,40
Melaka,138,Kota Melaka,BN,Choo Wei Sern,BN,lose,PKR,PH,49175,27343,105276,25.97,126848,82.99,38,57,4,1,0,0,0,796,40
Melaka,138,Kota Melaka,Others,Goh Leong San,IND,lose,PKR,PH,49175,1415,105276,1.34,126848,82.99,38,57,4,1,0,0,0,796,40
Melaka,139,Jasin,BN,Ahmad Hamzah,BN,win,BN,BN,219,26560,61761,43,73432,84.11,74,16,10,0,0,0,0,410,9
Melaka,139,Jasin,PH,Khairuddin Abu Hassan,PKR,lose,BN,BN,219,26341,61761,42.65,73432,84.11,74,16,10,0,0,0,0,410,9
Melaka,139,Jasin,GS,Abd Alim Shapie,PAS,lose,BN,BN,219,8860,61761,14.35,73432,84.11,74,16,10,0,0,0,0,410,9
Johor,140,Segamat,PH,Santhara Kumar Ramanaidu,PKR,win,PKR,PH,5476,24060,45320,53.09,55350,81.88,47,43,10,1,0,0,0,2297,10
Johor,140,Segamat,BN,Subramaniam K.V. Sathasivam,BN,lose,PKR,PH,5476,18584,45320,41.01,55350,81.88,47,43,10,1,0,0,0,2297,10
Johor,140,Segamat,GS,Khairul Faizi Ahmad Kamil,PAS,lose,PKR,PH,5476,2676,45320,5.9,55350,81.88,47,43,10,1,0,0,0,2297,10
Johor,141,Sekijang,PH,Natrah Ismail,PKR,win,PKR,PH,1281,19559,37837,51.69,45596,82.98,59,36,4,0,0,0,0,7,10
Johor,141,Sekijang,BN,Ayub Rahmat,BN,lose,PKR,PH,1281,18278,37837,48.31,45596,82.98,59,36,4,0,0,0,0,7,10
Johor,142,Labis,PH,Pang Hok Liong,PKR,win,PKR,PH,3408,16709,32030,52.17,40356,79.37,38,45,15,2,0,0,0,66,8
Johor,142,Labis,BN,Chua Tee Yong ,BN,lose,PKR,PH,3408,13301,32030,41.53,40356,79.37,38,45,15,2,0,0,0,66,8
Johor,142,Labis,GS,Sarchu Sawal,PAS,lose,PKR,PH,3408,2020,32030,6.31,40356,79.37,38,45,15,2,0,0,0,66,8
Johor,143,Pagoh,PH,Muhyiddin Md Yasin,PKR,win,PKR,PH,6927,23558,42672,55.21,51512,82.84,66,30,4,1,0,0,0,105,3
Johor,143,Pagoh,BN,Ismail Mohamed,BN,lose,PKR,PH,6927,16631,42672,38.97,51512,82.84,66,30,4,1,0,0,0,105,3
Johor,143,Pagoh,GS,Ahmad Nawfal Mahfodz,PAS,lose,PKR,PH,6927,2483,42672,5.82,51512,82.84,66,30,4,1,0,0,0,105,3
Johor,144,Ledang,PH,Syed Ibrahim Syed Nor,PKR,win,PKR,PH,8666,34706,65414,53.06,77474,84.43,56,39,5,1,0,0,0,398,21
Johor,144,Ledang,BN,Hamim Samuri,BN,lose,PKR,PH,8666,26040,65414,39.81,77474,84.43,56,39,5,1,0,0,0,398,21
Johor,144,Ledang,GS,Rusman Kemin,PAS,lose,PKR,PH,8666,4668,65414,7.14,77474,84.43,56,39,5,1,0,0,0,398,21
Johor,145,Bakri,PH,Yeo Bee Yin ,PKR,win,PKR,PH,23211,38718,61800,62.65,73883,83.65,44,53,2,0,0,0,0,1194,16
Johor,145,Bakri,BN,Koh Chon Chai,BN,lose,PKR,PH,23211,15507,61800,25.09,73883,83.65,44,53,2,0,0,0,0,1194,16
Johor,145,Bakri,GS,Zarul @ Mohamad Zahrul Salleh,PAS,lose,PKR,PH,23211,7575,61800,12.26,73883,83.65,44,53,2,0,0,0,0,1194,16
Johor,146,Muar,PH,Syed Saddiq Syed Abdul Rahman,PKR,win,PKR,PH,6953,22341,42083,53.09,50843,82.77,67,32,1,0,0,0,0,643,13
Johor,146,Muar,BN,Razali Ibrahim,BN,lose,PKR,PH,6953,15388,42083,36.57,50843,82.77,67,32,1,0,0,0,0,643,13
Johor,146,Muar,GS,Abdul Aziz Talib,PAS,lose,PKR,PH,6953,4354,42083,10.35,50843,82.77,67,32,1,0,0,0,0,643,13
Johor,147,Parit Sulong,BN,Noraini Ahmad,BN,win,BN,BN,6341,24481,49769,49.19,59609,83.49,79,21,1,0,0,0,0,41,7
Johor,147,Parit Sulong,PH,Anis Afida Mohd Azli,PKR,lose,BN,BN,6341,18140,49769,36.45,59609,83.49,79,21,1,0,0,0,0,41,7
Johor,147,Parit Sulong,GS,Ahmad Rosdi Bahari,PAS,lose,BN,BN,6341,7148,49769,14.36,59609,83.49,79,21,1,0,0,0,0,41,7
Johor,148,Ayer Hitam,BN,Wee Ka Siong,BN,win,BN,BN,303,17076,38824,43.98,46157,84.11,58,38,4,0,0,0,0,73,7
Johor,148,Ayer Hitam,PH,Liew Chin Tong,PKR,lose,BN,BN,303,16773,38824,43.2,46157,84.11,58,38,4,0,0,0,0,73,7
Johor,148,Ayer Hitam,GS,Mardi Marwan,PAS,lose,BN,BN,303,4975,38824,12.81,46157,84.11,58,38,4,0,0,0,0,73,7
Johor,149,Sri Gading,PH,Sharuddin Md Salleh,PKR,win,PKR,PH,3288,21511,44282,48.58,52119,84.96,65,33,1,0,0,0,0,106,10
Johor,149,Sri Gading,BN,Ab Aziz Kaprawi,BN,lose,PKR,PH,3288,18223,44282,41.15,52119,84.96,65,33,1,0,0,0,0,106,10
Johor,149,Sri Gading,GS,M Ash'ari Sidon,PAS,lose,PKR,PH,3288,4548,44282,10.27,52119,84.96,65,33,1,0,0,0,0,106,10
Johor,150,Batu Pahat,PH,Mohd Rashid Hasnon,PKR,win,PKR,PH,17894,45929,82137,55.92,98543,83.35,55,44,1,0,0,0,0,1318,38
Johor,150,Batu Pahat,BN,Haliza Abdullah,BN,lose,PKR,PH,17894,28035,82137,34.13,98543,83.35,55,44,1,0,0,0,0,1318,38
Johor,150,Batu Pahat,GS,Mahfodz Mohamed,PAS,lose,PKR,PH,17894,8173,82137,9.95,98543,83.35,55,44,1,0,0,0,0,1318,38
Johor,151,Simpang Renggam,PH,Mazlee Malik,PKR,win,PKR,PH,3475,18157,35822,50.69,43998,81.42,60,31,9,0,0,0,0,908,8
Johor,151,Simpang Renggam,BN,Liang Teck Meng,BN,lose,PKR,PH,3475,14682,35822,40.99,43998,81.42,60,31,9,0,0,0,0,908,8
Johor,151,Simpang Renggam,GS,Mohd Jubri Selamat,PAS,lose,PKR,PH,3475,2983,35822,8.33,43998,81.42,60,31,9,0,0,0,0,908,8
Johor,152,Kluang,PH,Wong Shu Qi,PKR,win,PKR,PH,23053,47671,80531,59.2,96915,83.09,42,48,9,1,0,0,0,6229,36
Johor,152,Kluang,BN,Gan Ping Sieu ,BN,lose,PKR,PH,23053,24618,80531,30.57,96915,83.09,42,48,9,1,0,0,0,6229,36
Johor,152,Kluang,GS,Muhammad Hasbullah Md Najib,PAS,lose,PKR,PH,23053,8242,80531,10.23,96915,83.09,42,48,9,1,0,0,0,6229,36
Johor,153,Sembrong,BN,Hishammuddin Hussein,BN,win,BN,BN,6662,21353,36044,59.24,44137,81.66,61,29,9,2,0,0,0,51,4
Johor,153,Sembrong,PH,Onn Abu Bakar,PKR,lose,BN,BN,6662,14691,36044,40.76,44137,81.66,61,29,9,2,0,0,0,51,4
Johor,154,Mersing,BN,Abd Latiff Ahmad,BN,win,BN,BN,8459,19806,37368,53,48176,77.57,82,14,1,3,0,0,0,2293,11
Johor,154,Mersing,PH,Md Nasir Hashim,PKR,lose,BN,BN,8459,11347,37368,30.37,48176,77.57,82,14,1,3,0,0,0,2293,11
Johor,154,Mersing,GS,A. Rahman A. Hamid,PAS,lose,BN,BN,8459,6215,37368,16.63,48176,77.57,82,14,1,3,0,0,0,2293,11
Johor,155,Tenggara,BN,Adham Baba,BN,win,BN,BN,5933,20142,37034,54.39,44749,82.76,75,16,7,2,0,0,0,1924,8
Johor,155,Tenggara,PH,Norjepri Mohamed Jelani,PKR,lose,BN,BN,5933,14209,37034,38.37,44749,82.76,75,16,7,2,0,0,0,1924,8
Johor,155,Tenggara,GS,Yuhanita Yunan,PAS,lose,BN,BN,5933,2683,37034,7.24,44749,82.76,75,16,7,2,0,0,0,1924,8
Johor,156,Kota Tinggi,BN,Halimah Mohd Sadique,BN,win,BN,BN,14621,26407,38193,69.14,46677,81.82,89,9,2,0,0,0,0,351,2
Johor,156,Kota Tinggi,PH,Azlinda Abdul Latif,PKR,lose,BN,BN,14621,11786,38193,30.86,46677,81.82,89,9,2,0,0,0,0,351,2
Johor,157,Pengerang,BN,Azalina Othman Said,BN,win,BN,BN,11417,21829,32241,67.71,40479,79.65,90,9,1,1,0,0,0,1080,5
Johor,157,Pengerang,PH,Norliza Ngadiran,PKR,lose,BN,BN,11417,10412,32241,32.29,40479,79.65,90,9,1,1,0,0,0,1080,5
Johor,158,Tebrau,PH,Choong Shiau Yoon,PKR,win,PKR,PH,37225,64535,103943,62.09,123033,84.48,48,39,12,1,0,0,0,221,19
Johor,158,Tebrau,BN,Hou Kok Chung,BN,lose,PKR,PH,37225,27310,103943,26.27,123033,84.48,48,39,12,1,0,0,0,221,19
Johor,158,Tebrau,GS,Abdullah Husin,PAS,lose,PKR,PH,37225,12098,103943,11.64,123033,84.48,48,39,12,1,0,0,0,221,19
Johor,159,Pasir Gudang,PH,Hassan Abdul Karim,PKR,win,PKR,PH,24726,61615,105009,58.68,124172,84.57,50,37,10,3,0,0,0,2143,33
Johor,159,Pasir Gudang,BN,Mohamed Khaled Nordin ,BN,lose,PKR,PH,24726,36889,105009,35.13,124172,84.57,50,37,10,3,0,0,0,2143,33
Johor,159,Pasir Gudang,GS,Ab Aziz Abdullah,PAS,lose,PKR,PH,24726,6278,105009,5.98,124172,84.57,50,37,10,3,0,0,0,2143,33
Johor,159,Pasir Gudang,Others,Sey Jock @ Chee Jock,IND,lose,PKR,PH,24726,227,105009,0.22,124172,84.57,50,37,10,3,0,0,0,2143,33
